R1;Identificador;Identificador plan inversión;Padre;Denominación tramo;Número;Acometida;Código acometida;Tensión explotación (kV);Tensión construcción (kV);Longitud calculada (m);Longitud real (m);Situación;Tipo fase;Fase;Conductor;Sección del conductor (mm2);Intensidad máxima (A);Capacidad máxima (kVA);Capacidad calculada (kVA);Resistencia (Ω);Reactancia (Ω);Nº circuitos;Nº conductores;Fecha APM;Fecha baja;Fecha cesión;Fecha última inversión;Propiedad;% Financiado;Coordenada X inicio;Coordenada Y inicio;Coordenada Z inicio;Coordenada X fin;Coordenada Y fin;Coordenada Z fin;Nudo inicio;Nudo fin;CT AA;CCAA inicio;CCAA fin;Municipio;Provincia;Parroquia/población;Punto frontera;Titular;Expediente/CIE;Observaciones;Arqueta/apoyo Inicio;Arqueta/apoyo Fin;Nº segmentos;Borrado;Coordenada X inicio Z29;Coordenada Y inicio Z29;Coordenada X fin Z29;Coordenada Y fin Z29;Coordenada X inicio Z31;Coordenada Y inicio Z31;Coordenada X fin Z31;Coordenada Y fin Z31;Sustituye a;Sustituido por;Inspección;Excluido conectividad;Digitalizar;Presentar retribución
R1-112;'112.BTV.D100000803;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 64-AC1;'64-AC1;Sí;112-02804046;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335522,355;4082724,0458;445;335522,355;4082723,0458;445;0484548153LB368761566;0484548132LB368761476;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870342,8561;4089199,5341;870342,9191;4089198,5347;-199803,7925;4109989,1809;-199803,856;4109988,1772;;;;;;
R1-112;'112.BTV.D200000335;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 18-19;'18-19;No;;0,4;0,4;33,10537722;34,583;Subterránea;Trifásico;;RV 4X50 AL;50;120;83,13843876;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335695,354;4082597,0414;439;335709,353;4082567,0416;439;0484351384LB368750424;0484335035LB368747745;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556500;112.ARQ.SG000556513;1;;870523,741;4089083,4969;870539,6193;4089054,3968;-199638,2168;4109850,7233;-199626,0707;4109819,7239;;;;;;
R1-112;'112.BTV.D100000501;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 230-AC1;'230-AC1;Sí;112-02802194;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335574,355;4082836,0458;431;335573,355;4082835,0463;431;0484492264LB368771747;0484493363LB368771656;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870387,7746;4089314,7372;870386,838;4089313,6754;-199744,4893;4110098,2938;-199745,5565;4110097,354;;;;;;
R1-112;'112.BTV.D100000040;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 42-43;'42-43;No;;0,4;0,4;15,26433752;15,264;Aérea;Trifásico;;RZ 4X25 AL;25;100;69,2820323;;0,727;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335726,354;4082692,0426;439;335739,354;4082684,0413;439;0484318676LB368759037;0484303923LB368758339;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000400054;1;;870548,7426;4089180,3902;870562,2381;4089173,212;-199601,0708;4109944,1077;-199588,5307;4109935,2515;;;;;;
R1-112;'112.BTV.D100000114;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 83-AC1;'83-AC1;Sí;112-02802063;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335677,355;4082857,0445;432;335677,355;4082856,0445;432;0484377203LB368773819;0484377181LB368773729;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870489,3888;4089342,2057;870489,4518;4089341,2064;-199639,7752;4110112,8306;-199639,8386;4110111,8269;;;;;;
R1-112;'112.BTV.D100000140;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 94-95;'94-95;No;;0,4;0,4;3,6055512800000002;7,874;Fachada;Monofásico;;RZ 2X25 AL;25;100;69,2820323;;0,727;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335638,356;4082883,0446;419;335635,356;4082885,0448;419;0484421504LB368776093;0484424912LB368776268;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870448,7776;4089365,735;870445,6536;4089367,5452;-199677,2676;4110141,4029;-199680,1517;4110143,601;;;;;;
R1-112;'112.BTV.D100000628;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 132-AC1;'132-AC1;Sí;112-02804098;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335511,355;4082761,0457;443;335510,355;4082760,0461;443;0484561292LB368764880;0484562392LB368764788;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870329,5342;4089235,8186;870328,5978;4089234,7568;-199812,4841;4110027,0161;-199813,5513;4110026,0763;;;;;;
R1-112;'112.BTV.D100000541;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 84-85;'84-85;No;;0,4;0,4;1;1;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335504,355;4082677,0461;446;335504,355;4082678,0461;446;0484567321LB368757300;0484567343LB368757390;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399841;;1;;870327,8254;4089151,4308;870327,7625;4089152,4302;-199824,8431;4109943,1501;-199824,7796;4109944,1538;;;;;;
R1-112;'112.BTV.D200000336;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 19-AC1;'19-AC1;Sí;112-02802009;0,4;0,4;5;5;Subterránea;Monofásico;;RZ 2X16 AL;16;70;48,49742261;;1,15;0,10500000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335709,353;4082567,0416;439;335714,353;4082567,0416;439;0484335035LB368747745;0484329428LB368747754;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556513;;1;;870539,6193;4089054,3968;870544,6162;4089054,7115;-199626,0707;4109819,7239;-199621,0522;4109819,4065;;;;;;
R1-112;'112.BTV.D100000605;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 119-120;'119-120;No;;0,4;0,4;1;1;Fachada;Trifásico;;RZ 4X50 AL;50;150;103,92304845;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335500,355;4082785,0466;438;335501,355;4082785,0472;438;0484574149LB368767023;0484573028LB368767025;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870317,0305;4089259,1123;870318,0299;4089259,1758;-199822,001;4110051,8042;-199820,9972;4110051,7413;;;;;;
R1-112;'112.BTV.D100000695;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 172-AC1;'172-AC1;Sí;112-02804125;0,4;0,4;1;1;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335435,355;4082690,0467;438;335435,355;4082691,0467;438;0484644986LB368758351;0484645008LB368758441;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399774;;1;;870258,0502;4089160,0806;870257,9873;4089161,0799;-199893,273;4109960,5795;-199893,2095;4109961,5832;;;;;;
R1-112;'112.BTV.D100000162;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 106-AC1;'106-AC1;Sí;112-02802088;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335659,356;4082878,045;424;335660,356;4082879,0445;424;0484397844LB368775679;0484396744LB368775771;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870470,0792;4089362,0603;870471,0157;4089363,1222;-199656,5074;4110135,0515;-199655,4402;4110135,9913;;;;;;
R1-112;'112.BTV.D100000029;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 35-36;'35-36;No;;0,4;0,4;14,03559764;14,036;Fachada;Trifásico;;RZ 4X50 AL;50;150;103,92304845;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335717,355;4082747,0425;443;335718,354;4082733,042;443;0484329959LB368763977;0484328536LB368762717;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870536,2875;4089234,7896;870538,1671;4089220,8607;-199606,6112;4109999,8823;-199606,4974;4109985,7666;;;;;;
R1-112;'112.BTV.D100000610;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 120-123;'120-123;No;;0,4;0,4;4,12310563;6,481;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335501,355;4082785,0472;443;335502,355;4082781,0467;443;0484573028LB368767025;0484571820LB368766667;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870318,0299;4089259,1758;870319,281;4089255,2408;-199820,9972;4110051,7413;-199820,2476;4110047,6625;;;;;;
R1-112;'112.BTV.D100000099;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 75-76;'75-76;No;;0,4;0,4;5;5;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335671,355;4082871,044;424;335667,3549;4082874,0436;424;0484384235LB368775070;0484388786LB368775333;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870482,5114;4089355,8189;870478,325;4089358,5648;-199644,9085;4110127,2628;-199648,7329;4110130,5275;;;;;;
R1-112;'112.BTV.D200000320;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 11-AC1;'11-AC1;Sí;112-02802001;0,4;0,4;2,23606798;13,191;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335672,355;4082745,0426;447;335674,355;4082744,0429;447;0484380384LB368763719;0484378119LB368763632;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870491,4413;4089229,9587;870493,503;4089229,0854;-199651,9046;4110000,7321;-199649,9607;4109999,6016;;;;;;
R1-112;'112.BTV.D100000674;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 160-AC1;'160-AC1;Sí;112-02804116;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335461,355;4082702,0466;438;335461,355;4082701,0466;438;0484616088LB368759477;0484616066LB368759387;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870283,2787;4089173,7094;870283,3417;4089172,71;-199866,4149;4109970,9731;-199866,4784;4109969,9694;;;;;;
R1-112;'112.BTV.D100000224;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 138-139;'138-139;No;;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335561,356;4082906,0468;419;335562,356;4082907,0475;419;0484508360LB368778032;0484507260LB368778124;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399906;;1;;870370,3778;4089383,8765;870371,3141;4089384,9395;-199753,0919;4110169,379;-199752,0247;4110170,3199;;;;;;
R1-112;'112.BTV.D100000437;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 154-AC1;'154-AC1;Sí;112-02802130;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335684,355;4082830,0445;438;335684,355;4082831,0445;438;0484368767LB368771398;0484368789LB368771488;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870498,0839;4089315,6631;870498,0209;4089316,6625;-199634,4635;4110085,2864;-199634,4;4110086,2901;;;;;;
R1-112;'112.BTV.D100000740;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 196-AC1;'196-AC1;Sí;112-02804146;0,4;0,4;2;2;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335406,355;4082705,0485;434;335408,355;4082705,0486;434;0484677835LB368759652;0484675592LB368759655;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870228,1242;4089173,2478;870230,1229;4089173,3738;-199921,4278;4109977,478;-199919,4205;4109977,3511;;;;;;
R1-112;'112.BTV.D100000531;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 4-79;'4-79;No;;0,4;0,4;61,269454059999994;62,25;Fachada;Trifásico;;RZ 4X150 AL;150;240;166,27687753;;0,124;0,085;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335528,354;4082620,0455;446;335501,355;4082675,0464;446;0484539171LB368752206;0484570642LB368757114;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399871;;1;;870355,3969;4089095,9762;870324,9531;4089149,2435;-199804,3741;4109884,415;-199827,9811;4109941,3334;;;;;;
R1-112;'112.BTV.D100000316;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 221-222;'221-222;No;;0,4;0,4;5,385164809999999;5,385;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335590,355;4082830,0451;440;335595,355;4082828,045;440;0484474189LB368771235;0484468538LB368771063;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870404,1422;4089309,7473;870409,2651;4089308,0631;-199728,8111;4110091,255;-199723,9196;4110088,93;;;;;;
R1-112;'112.BTV.D100000763;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 6-AC1;'6-AC1;Sí;112-02804002;0,4;0,4;1,42130222;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335531,354;4082614,0452;457;335530,354;4082613,0446;457;0484535676LB368751670;0484536776LB368751578;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870358,7728;4089090,1684;870357,8363;4089089,1055;-199801,7439;4109878,202;-199802,8112;4109877,2611;;;;;;
R1-112;'112.BTV.D100000453;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 171-AC1;'171-AC1;Sí;112-02802146;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335694,355;4082813,0432;438;335694,355;4082812,0432;438;0484357184LB368769884;0484357162LB368769794;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870509,1477;4089299,3018;870509,2107;4089298,3024;-199625,5059;4110067,5873;-199625,5694;4110066,5836;;;;;;
R1-112;'112.BTV.XX00000005;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 261-AC1;'261-AC1;Sí;112-0440544;0,4;0,4;1;1;Subterránea;Trifásico;;RV 3X50 /50;50;155;107,38715007;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Terceros;0;335864,355;4082857,0401;413;335865,355;4082857,0397;413;0484167479LB368774144;0484166357LB368774145;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556612;;1;;870676,2732;4089353,9713;870677,2726;4089354,0338;-199452,0842;4110100,9535;-199451,0806;4110100,8896;;;;;;
R1-112;'112.BTV.D100000657;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 150-151;'150-151;No;;0,4;0,4;10,440306510000001;10,44;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335555,355;4082804,0466;447;335565,355;4082807,0464;447;0484512879LB368768831;0484501728LB368769119;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870370,8004;4089281,5621;870380,6054;4089285,1894;-199765,5912;4110067,3825;-199755,3637;4110069,7585;;;;;;
R1-112;'112.BTV.D200000323;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 12-AC2;'12-AC2;Sí;112-02802003;0,4;0,4;12,20655562;12,247;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335680,355;4082739,0435;448;335690,355;4082732,0434;448;0484371282LB368763192;0484359915LB368762579;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870499,8139;4089224,4668;870510,2483;4089218,1004;-199644,2559;4109994,2028;-199634,6633;4109986,5419;;;;;;
R1-112;'112.BTV.D100000526;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 246-AC1;'246-AC1;Sí;112-02802219;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335552,356;4082856,0462;431;335552,356;4082857,0462;431;0484517369LB368773511;0484517391LB368773601;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870364,5304;4089333,3405;870364,4675;4089334,3399;-199765,2998;4110119,7648;-199765,2364;4110120,7685;;;;;;
R1-112;'112.BTV.D100000145;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 97-98;'97-98;No;;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335632,356;4082895,0452;419;335633,356;4082894,0447;419;0484428493LB368777164;0484427350LB368777076;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870442,026;4089377,3505;870443,0883;4089376,4136;-199682,5279;4110153,8288;-199681,5877;4110152,7612;;;;;;
R1-112;'112.BTV.D100000548;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 88-AC1;'88-AC1;Sí;112-02804063;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335499,355;4082688,0463;445;335500,355;4082688,0458;445;0484573167LB368758282;0484572046LB368758284;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870322,1362;4089162,1095;870323,1356;4089162,1719;-199829,1632;4109954,5084;-199828,1595;4109954,4445;;;;;;
R1-112;'112.BTV.D100000254;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 159-160;'159-160;No;;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335652,355;4082842,0446;432;335653,355;4082841,0441;432;0484404916LB368772424;0484403772LB368772335;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399999;;1;;870465,3485;4089325,6416;870466,4108;4089324,7047;-199665,8199;4110099,3625;-199664,8797;4110098,2948;;;;;;
R1-112;'112.BTV.D100000426;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 69-70;'69-70;No;;0,4;0,4;3,16230928;3,162;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335502,355;4082723,0463;445;335499,355;4082722,0466;445;0484570562LB368761441;0484573905LB368761345;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870322,9315;4089197,2765;870319,9963;4089196,0886;-199823,93;4109989,4474;-199827,0045;4109988,6345;;;;;;
R1-112;'112.BTV.D100000497;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 225-AC1;'225-AC1;Sí;112-02802190;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335605,355;4082823,0448;440;335605,355;4082822,0448;440;0484457215LB368770630;0484457193LB368770540;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870419,5735;4089303,6954;870419,6364;4089302,696;-199714,2001;4110083,2765;-199714,2636;4110082,2727;;;;;;
R1-112;'112.BTV.D100000069;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 59-60;'59-60;No;;0,4;0,4;11,18033989;11,18;Fachada;Trifásico;;RZ 4X150 AL;150;240;166,27687753;;0,124;0,085;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335740,355;4082847,043;428;335735,355;4082837,0429;428;0484306331LB368773027;0484311722LB368772117;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556537;;1;;870552,9792;4089336,1757;870548,6117;4089325,8671;-199577,1772;4110098,7922;-199582,8306;4110089,0726;;;;;;
R1-112;'112.BTV.D100000086;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 69-AC1;'69-AC1;Sí;112-02802049;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335731,355;4082838,0436;428;335732,355;4082839,0431;428;0484316229LB368772201;0484315129LB368772292;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870544,5512;4089326,6154;870545,4877;4089327,6773;-199586,7819;4110090,331;-199585,7147;4110091,2707;;;;;;
R1-112;'112.BTV.D100000141;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 95-AC1;'95-AC1;Sí;112-02802078;0,4;0,4;1,41414285;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335635,356;4082885,0448;419;335634,356;4082884,0453;419;0484424912LB368776268;0484426012LB368776177;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870445,6536;4089367,5452;870444,7171;4089366,4833;-199680,1517;4110143,601;-199681,2189;4110142,6613;;;;;;
R1-112;'112.BTV.D100000679;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 162-163;'162-163;No;;0,4;0,4;7,21110255;8,246;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335465,355;4082705,0469;434;335471,355;4082709,0475;434;0484611667LB368759755;0484605024LB368760125;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870287,0874;4089176,9596;870292,8319;4089181,3353;-199862,2096;4109973,7306;-199855,9334;4109977,365;;;;;;
R1-112;'112.BTV.D100000597;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 114-AC1;'114-AC1;Sí;112-02804085;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335471,355;4082757,0467;435;335472,355;4082757,0474;435;0484606066LB368764450;0484604944LB368764452;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870289,8109;4089229,3046;870290,8102;4089229,3682;-199852,886;4110025,5419;-199851,8823;4110025,479;;;;;;
R1-112;'112.BTV.D100000512;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 240-AC1;'240-AC1;Sí;112-02802205;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335514,356;4082831,047;434;335514,356;4082830,047;434;0484559445LB368771192;0484559423LB368771102;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870328,1275;4089305,9652;870328,1905;4089304,9659;-199805,0276;4110097,0859;-199805,0911;4110096,0822;;;;;;
R1-112;'112.BTV.D100000788;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 46-AC1;'46-AC1;Sí;112-02804031;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335539,355;4082699,0454;451;335538,355;4082699,0448;451;0484528546LB368759343;0484529667LB368759341;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870361,419;4089175,6193;870360,4197;4089175,5557;-199788,3168;4109963,0087;-199789,3206;4109963,0716;;;;;;
R1-112;'112.BTV.D100000593;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 112-AC1;'112-AC1;Sí;112-02804083;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335474,355;4082747,0475;441;335475,355;4082747,047;441;0484602484LB368763554;0484601363LB368763556;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870293,4383;4089219,5004;870294,4377;4089219,5629;-199850,5098;4110015,3151;-199849,5061;4110015,2512;;;;;;
R1-112;'112.BTV.D100000262;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 167-168;'167-168;No;;0,4;0,4;6,40312424;6,4030000000000005;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335675,355;4082827,0441;438;335680,355;4082823,044;438;0484378796LB368771112;0484373102LB368770760;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870489,2783;4089312,0981;870494,527;4089308,4152;-199643,6873;4110082,8463;-199638,9228;4110078,514;;;;;;
R1-112;'112.BTV.D100000496;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 224-AC1;'224-AC1;Sí;112-02802189;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335600,355;4082826,0449;440;335600,355;4082825,0449;440;0484462887LB368770892;0484462866LB368770801;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870414,3878;4089306,379;870414,4507;4089305,3796;-199719,0281;4110086,6051;-199719,0916;4110085,6014;;;;;;
